product_id,product_name,category,sub_category,brand,price,cost,stock_quantity,reorder_level,supplier_id
14107058-060a-447d-8f62-d6ad29d25cd1,whether,Books,leg,Carpenter-Mccoy,25.5,31.89,485,82,915062e3-b6e1-4f8b-a1ef-2f645d6a76f4
73fa57a7-491e-411e-aada-49cf1a4ee366,test,Clothing,plan,Swanson Ltd,445.29,154.41,271,58,d29162ae-1dc5-4259-a8cf-636997f3d791
06bae52d-97ac-40b0-b4d2-d654231df78a,pay,Home,second,Hernandez Group,456.39,286.17,540,7,0f0b49f3-4479-453c-a164-a5795211f5ae
44899978-81d3-41c8-93c6-a18890fbd706,data,Electronics,weight,Reed PLC,116.27,166.8,21,4,efa1f85d-77ba-4bf2-9172-291b399ad656
a5d77c76-522b-4ccd-93e2-f30adfc2ee84,full,Electronics,clearly,Jones Inc,141.72,57.7,915,9,d532dfe8-10d9-4f44-8d36-19daf11795d7
0f636583-e622-4f49-944b-9af330babcab,season,Electronics,be,"West, Mccoy and Bradley",444.71,61.31,887,22,d2747ce8-dd50-455a-82f8-99f89a87bb01
8c6789a1-7d56-41ac-b3a5-e1e3ffb86161,art,Electronics,own,Wilson LLC,236.94,15.07,428,77,a9de219e-6e5b-49b7-9c53-c97b882771c4
31ce73bc-e23d-45f3-9198-b5bff3ec8b2a,dinner,Home,color,West Ltd,201.53,110.31,470,4,8a0d06e3-0936-48e5-b7fd-b20dec3a3098
ad9cbc28-d9ea-421c-a85a-9d68d52b3dd5,discover,Toys,consider,Coleman PLC,141.56,188.46,995,29,a0367b97-83d2-48ea-91ef-791e167dbaea
7d21d853-1062-47a1-8ea0-d7bfce8594f7,garden,Clothing,small,Ramirez-Collins,478.1,11.9,6,86,e4030a4e-b831-4f4a-8272-d95b5614f7c6
37111796-9158-4bfd-b62e-4e8f423610b3,pay,Clothing,his,Hernandez Inc,491.57,58.45,40,27,abffd721-fff2-46dc-b80b-474773d94cd0
5cf1d496-0e63-4a00-9804-456674bee382,those,Books,those,"Morgan, Cook and Cooper",143.11,61.68,552,39,1c8b191d-a3b3-42c3-ba75-53c5ada04be1
5f641edd-e41e-437a-b150-8a6d722e12c2,whom,Home,enough,Miller-Compton,492.55,84.42,914,55,13e1bebe-6e3f-424f-b0dc-d4e1927f0b1a
ef64a733-8620-40b3-a6eb-71f073f9965f,local,Electronics,home,Massey-Edwards,101.25,201.34,461,16,b8e2dde5-f978-4246-9390-5881609a0bb6
6b967a6e-015b-42f9-a638-1fb7affc2579,moment,Books,still,Joseph-Jones,338.18,207.2,589,37,1ecf0983-0699-4f1d-bc83-616f49cba68d
3415a563-db12-461f-baa6-f0fbd95ddf9a,television,Home,decade,Austin PLC,262.94,146.75,362,49,d9253600-35d0-4eed-a86f-b8361aa09cfc
a99d44c7-f584-4674-812e-e65080f73fa7,growth,Books,interest,Rodriguez-Abbott,268.86,14.84,34,10,07140e49-b6f5-4aeb-85e2-bbc4eeb40094
ebf11d14-7106-47a8-a3be-3dce6fc89589,whole,Home,page,Bishop-Edwards,61.63,174.64,447,73,55abb30a-171c-4786-add3-28ae56ff28e9
a3bdda3d-5116-4cb9-9888-6eef6b17f9d5,defense,Books,listen,Fleming PLC,185.77,25.32,747,78,d0bcbd44-f688-4a69-ab9b-055cc93b3a02
28243caa-ecd2-49a6-8651-2540555d00d4,investment,Clothing,eight,Jones-Sparks,68.39,60.89,554,2,b243a9dd-f215-48ca-9c49-1aa62b28316d
bf55b218-0bbf-4cac-af44-4cbe42ddb80d,rich,Clothing,know,Jackson-Christensen,254.62,10.96,11,28,359fb9e2-1c92-4972-b703-174bb17ad56c
553c3139-3b76-4011-ad2b-cf6c60d4b810,start,Home,effect,Moore LLC,41.46,72.36,690,78,196956a1-11cf-4643-ab2b-abfd560ff1ab
cb86a8d2-521f-4c3f-90b3-97fa55731e83,the,Home,small,Rodriguez PLC,487.06,226.3,138,26,fd93c64c-40b5-4a56-ba7d-b3fffe471e80
8dcd5d17-e657-416c-94a5-618fffc9657c,newspaper,Clothing,off,Lewis PLC,251.1,82.1,907,64,a7ccf815-8cce-45d5-b3ac-2d6ba0cd11f2
a1f2763f-8385-4d60-8203-bd0e45877273,even,Clothing,management,Mitchell-Walker,234.06,297.25,328,51,44f75da9-ffc3-400f-8465-4e835b3af698
75ab66ff-63de-4997-9778-88518f1983f8,as,Clothing,lot,Gomez Inc,20.38,289.61,139,14,2f36bdf1-71ab-425c-ae18-63fe20ded73d
4a098386-ed76-47f7-a3de-18c70da43ba9,line,Home,perform,Rose Ltd,214.95,4.14,224,11,b4e223ca-9c6b-4d94-980b-de70714d917c
955849e8-43de-42d4-a1a8-db879ad4ffd7,sometimes,Books,figure,"Mcmillan, Sims and Wright",57.0,96.14,607,31,dc5f245d-6ebf-4c6b-bf75-487bdc782d1c
6f88c53c-1e9b-4ab5-9891-1244cd187a19,increase,Toys,movie,Mcclure-Wright,421.39,94.15,927,40,ea2e0862-acc2-409a-9735-50db779e2516
a22abf03-b124-468e-a347-887c4e2b86ab,watch,Toys,of,Burton and Sons,117.64,124.54,836,71,06f13308-02c2-4a67-b848-342135e18f6e
96294a3e-ac90-44b9-a6b6-262d828f7350,understand,Home,her,"Franco, Garcia and Mueller",285.66,164.77,73,93,7c84eb6c-446c-4eb3-961d-1d23a0e049a6
cce7d810-4c7b-4d85-8f02-fb7fb848c30a,current,Books,put,"Thompson, Buckley and Anderson",44.66,297.59,724,11,7eca4b42-cd2c-4f9d-aab3-0900341d100a
1d9ebd19-1084-4a0e-b92a-25cec8858188,throughout,Books,news,Vaughn-Hall,441.9,107.94,822,14,52fb8492-8fe0-4b30-81b3-b563c96ea06e
74835beb-be14-4969-b14f-732a93f96b4c,all,Books,job,Miller Group,217.4,259.75,711,98,5d7d2a59-f2cc-4bdc-80be-4b53f2f28c88
76067124-c5d2-448c-850f-6c157aeb78da,nothing,Toys,method,"Suarez, Zhang and Newman",118.71,262.71,492,42,65f3cd9d-d802-47ae-81f3-0aede7853d7a
383a52d6-2996-432f-ad84-c2dde11540f2,authority,Home,after,Gomez Inc,106.59,22.58,146,86,38edc086-09bd-4618-82e6-ea16ba55ad7f
8535a6f5-e3d5-4a81-9f7a-df9e1b630986,of,Books,run,"Reed, Oneal and Smith",274.99,9.24,21,14,c22c6dbe-2422-4d3d-a572-be36002505fa
d38a8924-be30-4108-9dd9-964baf2eedee,picture,Home,develop,Pierce-Williams,147.52,209.29,399,32,5f424a89-3c25-4a30-9d56-7099ebb3250b
9eea6220-2ffa-45d2-a711-9fb4936b0287,one,Electronics,one,Valdez-Christensen,332.56,19.34,452,77,6d07f7a6-7d81-4aaf-93ae-18cee9d2aeff
368e746c-6b3e-45c3-a7d6-af9d8eed076d,however,Home,where,Vang-Dixon,338.97,9.75,700,64,89929753-7b2a-4958-a0a8-4488fd3ade46
69b90c58-349a-4c78-86cc-003f0846d707,growth,Books,feel,Gonzalez Group,204.22,69.4,475,55,4ec5c5e8-a57c-47e1-afe2-a12be123e460
d0733383-78af-432d-9d85-5140116d2ec8,close,Clothing,despite,"Smith, Gonzales and Mckee",429.28,89.57,103,78,44c48abe-f59d-42c7-a4b7-3dde10e6aecf
72f6cb62-8253-4e27-aa78-cb4dfc819e76,money,Books,always,Davies-Shaw,169.3,2.45,421,27,d0760cec-d4d9-4615-b252-a80820f31754
59709084-41be-4b25-bdc0-090d611162ba,expect,Toys,argue,"Wise, Carlson and Myers",412.51,109.57,864,41,7be8b5ff-1ac9-4863-86aa-e713195e0ca0
92790b84-2386-4539-97dc-bf15ff43d6fb,work,Home,stage,Poole-Hudson,330.0,38.92,605,97,6a9b9d6f-5174-4db8-98d8-ead16ce71edb
77f5fe3f-f205-4641-9a59-082acaa71a35,inside,Toys,statement,Walker PLC,209.46,61.47,351,79,33780235-2771-4fbd-9cad-1836d10975fb
afebfa3d-ccea-4bab-9097-8b1d9a2d6921,pass,Clothing,suggest,"Tran, Oliver and Walker",479.53,297.38,507,98,f33bd6c8-b80a-4f3c-8834-4ee6f900292d
e2925266-0f24-402e-a51d-3211ef83971a,safe,Clothing,without,"Sanchez, Robinson and Allen",390.41,111.27,154,55,95e71c86-7ec0-4642-971c-c14191d6811b
d918c1d4-0ea7-4a92-963a-185737810cc7,difference,Books,federal,Collins Ltd,82.28,90.8,551,84,fb7f6ef6-2905-4093-b6b1-73c9d9eacb0b
a92da57d-144a-432e-aa0a-63b23a5385d6,career,Electronics,despite,"Curtis, Livingston and Clark",332.39,73.17,873,27,dc5f245d-6ebf-4c6b-bf75-487bdc782d1c
ac7e5b56-ccdf-4351-8b32-9dd54743f0f7,public,Home,consumer,Mooney-Fisher,413.92,177.37,245,1,677c796b-30cd-4a05-85f2-80e5166d3882
3464e2e1-dc14-4701-bc7b-ad02e447a357,include,Toys,week,Matthews-Holmes,291.42,255.66,138,52,6ad84d50-7044-4237-a09f-9dcde45ee7cf
80ea4a15-6cd4-4dd3-a5b4-0b24e6cb9a6a,base,Electronics,majority,Young Inc,29.22,169.51,118,61,df718664-0d65-4be5-aa6f-e4f614d928c5
02294488-1b58-443f-96c5-6afa52c0e4b7,reveal,Clothing,office,"Cook, Jefferson and Reilly",13.7,10.36,420,0,ac186d92-9df5-44df-ba1c-96fcee484e7e
3e44e7e0-274e-4dd1-b81f-882cce7f00e4,once,Home,whatever,Turner LLC,211.05,76.99,873,77,ffd42a61-d294-4fdc-aef8-f41f169da2bf
421eb904-6bb0-442b-9d2d-1dc9a39d76cf,interest,Books,idea,"Nielsen, Martin and Pollard",186.15,36.06,558,70,4a535aed-5793-4c67-a95d-d19a6073b186
073fb9ed-994c-4d09-8e86-8460b4788bee,without,Toys,dream,Wood-Edwards,49.02,144.15,678,48,cba25aa3-9c77-4bbe-a402-33ca80283b8a
e120cab6-e78b-47ef-8b65-2e83abc9a529,hand,Electronics,truth,Clark Inc,253.0,60.56,988,83,1f10dffd-2f6a-41bc-9bc5-fa56b23b3a1f
2d9a0a12-f9f2-4f19-97ae-6611eb4b7233,continue,Books,far,Coleman-Jones,465.22,273.97,125,47,d1641c27-4aa4-445d-b8b2-c109e3746fa7
845117fd-188b-4c01-9ba7-2c8b58f344fc,before,Electronics,talk,"Nolan, Casey and Allen",379.04,294.84,999,17,8e012525-bf18-4313-8929-9eb9d7ea8e80
3c74ef92-3146-4893-a67b-e0e7814666b8,expect,Electronics,seven,Parrish-Young,417.53,231.69,841,18,3283c349-1319-4db8-bdb0-6deb7a048f09
69d3b9ec-4245-4608-8f0f-dad5291ac04f,pattern,Clothing,computer,Morgan-Miller,368.32,31.33,307,66,683d0e13-f74f-4662-96ec-566102a11e17
e2671357-7955-4f06-8043-b45bdd4db65e,body,Home,education,Decker-Blake,221.68,145.91,267,22,1c8b191d-a3b3-42c3-ba75-53c5ada04be1
5567b284-099b-4ac2-be2a-bec9925878f2,cover,Books,agency,Mason Group,402.64,150.63,189,57,90e6dada-8c7f-4847-bb42-cebbcb9c5274
5c392522-63e0-4da5-bcab-3e7df8a48720,person,Clothing,late,Dunlap Ltd,293.44,198.01,746,49,cf1c6135-e9b3-4fe6-a1dc-2d1cd8d01ac9
5a5da07f-5941-4b2f-a685-9d31b2ea090f,cultural,Toys,agree,Boyd Ltd,338.14,177.28,985,63,c66d67ef-e90e-4a8c-ab5d-f8bc42f144c9
afa24a92-1c56-4558-9616-2680e562b1b2,material,Clothing,situation,Davis-Waters,60.77,150.89,200,75,5e88969a-7b91-4d06-889b-e33629d0d676
fc95b88a-f2a0-451e-99a9-17276f7fd930,because,Home,edge,Anderson-White,54.08,161.14,306,32,1980fe01-548d-4e7c-b673-cdedeae4a964
0ac86e56-a4a9-47d4-bbed-5343f55b5dc8,especially,Clothing,world,"Morgan, Cooke and Strong",238.71,201.23,144,100,836ec203-dc5b-451b-9e3e-97cb757abf73
ee713f44-f252-446a-beda-dab73e76f1fa,end,Home,voice,Bailey-Torres,480.13,159.51,167,72,2a05cac2-960f-41be-a950-f35a3164b158
14af703e-585c-427b-bc4b-14546c4ab196,raise,Toys,law,"Arnold, Franklin and Moody",418.61,124.07,541,47,fc524a8d-9307-4b94-8c10-a32fdd322289
9279307d-3012-4f1e-bd10-8eaeee030316,dinner,Books,everything,Mcknight-Adams,448.35,147.57,336,11,9781dc9d-d844-41ba-bcd7-dc1843840365
bad43834-4083-48fc-9f4f-87816ade334d,Republican,Books,throw,Freeman PLC,241.03,48.42,951,68,1ecf0983-0699-4f1d-bc83-616f49cba68d
136c6f02-c393-4caa-8bdb-8c9a64b35bc9,image,Home,law,Martin-Flores,203.99,85.09,322,45,bcdfc063-0a68-4579-b204-e739c80bee8b
61ab0c42-a620-4e89-9b47-9d5bed75fb98,finish,Clothing,morning,"Lynch, Jackson and Smith",335.23,64.5,948,0,770c95ce-e51c-4d22-8a9d-f46cf5425786
3ac3347d-c26b-4842-bc18-4b539227c525,special,Electronics,none,Mitchell-Rogers,334.28,291.29,72,54,41546f5e-2748-49ee-85e0-9cf40717f912
5470ba05-1480-4543-862f-c52e4632461f,past,Home,notice,Ross-Fowler,386.02,85.08,583,20,c414248d-bf52-4507-bb53-8d23ac74027e
088cd1b6-2dbe-486c-866f-0d2c571a895a,production,Clothing,hair,Anderson-Harrington,471.41,262.46,148,75,c457a5e8-f157-443e-a802-07d1b8ecc6f6
9e9a7c50-36df-4d8b-bd9b-3d1419a6b5c8,him,Toys,marriage,Murphy Group,39.3,30.07,231,26,c8113532-e816-4147-8531-c3a110504466
e6653938-6de2-47d5-ac05-ceab973382e2,study,Home,environmental,Vance PLC,55.47,189.98,444,46,08f30a65-c27d-4567-bf12-aa2e4d0ce9bd
875261ed-412d-434f-9e56-bf8fc7d7b7ce,I,Toys,read,"Sampson, Beard and Reed",388.15,127.94,745,84,fdfc36bb-18e3-4eb8-a4e1-1cc3bb852335
24de96f8-a12b-40ad-b3f5-0bbf2920f956,fight,Books,provide,Jones-Perez,207.76,41.75,760,84,ac1b0cc1-919a-426f-955a-8ad379eebc31
a9fbf524-326b-4a24-b9a0-00f069a06d3d,worker,Home,candidate,Gutierrez-Matthews,205.23,14.44,389,74,d06af08c-cb13-4336-9bca-6b10e2abd4c3
46382eaa-7430-4cc0-b920-e116790376f7,no,Clothing,or,Garcia-Smith,59.59,218.63,596,77,fc40f54d-4183-4e97-919c-4721c15e6ab0
7412e152-3bfd-476f-81aa-afa2fa4300ef,difference,Electronics,although,Norris LLC,132.71,288.67,999,55,06b163e7-ac88-4e2c-86a2-a784590b8cda
b1e86082-161b-4893-af48-ba55bf55b6d2,play,Books,story,"Hall, Schultz and Herrera",229.73,285.96,661,16,936e7c50-9c7e-4fd4-8496-e4b94ff7f5b9
9b952513-9d45-454a-bd87-ac8c98f4718c,three,Toys,cold,"Watkins, Kennedy and Rodriguez",63.5,20.86,245,32,c335deee-9d0f-4013-ad85-30e6e156917f
7db0fd09-bf5b-48e8-8623-f20f53c0d331,anything,Clothing,best,"Doyle, Johnson and Moyer",100.84,41.41,940,22,beeaf63b-58ce-4435-9f9e-6640ae56ceb8
b10c5d48-f221-4db4-98e3-c8dc0acaad9c,figure,Home,prepare,"Adams, Carson and Goodman",54.07,84.27,213,42,d4c7f1ce-b914-4d3b-93a0-2f72d5c6fec4
9a1f8079-889d-4aab-b9b6-a9ccaa12d0fc,action,Books,prevent,"Paul, Jackson and Carpenter",246.65,234.53,772,30,e7307374-a376-46b3-bf3a-6069eae360e6
bc1413a7-a1df-4f04-af29-67dc4072e436,new,Books,doctor,"Kelly, Shelton and Schmidt",104.97,116.87,742,36,73c7841c-a51a-4ada-9af9-cef610199c46
3ff2b75b-6fc8-4657-a575-df7f69ea32d7,morning,Books,type,Miller-Schmidt,97.65,146.42,313,64,ed608a2b-2d25-40de-93ef-122012aaee9e
6e0c6172-5161-42df-96b1-bfb746e87204,time,Toys,wonder,Morris Inc,114.83,269.53,412,23,55abb30a-171c-4786-add3-28ae56ff28e9
eb2d1857-e11f-429d-9402-7b5ebe99016c,other,Toys,through,"Davis, Taylor and Conley",394.62,78.0,587,83,6c4050aa-42a9-4969-a9a3-14421f37455a
468389fa-042d-4891-9aa4-dad837d246b8,front,Books,something,"Cline, Santana and Juarez",444.58,37.05,35,44,15d3c532-61da-4110-b319-9247df9630c2
0c76df7f-e005-4f19-ad9d-e138d9f1c0ab,learn,Electronics,pull,"Adams, Martin and Lewis",203.19,82.5,232,59,eb9d02fe-8835-4815-b2e3-35d0d997e66d
1e00651d-47d3-4225-b729-9ed9e6860760,brother,Clothing,under,Johnson LLC,148.99,223.78,318,30,6911f6dd-e9a5-4d39-8dee-150cfe8e311c
290bc71f-4376-4dc4-b859-aed1c1defdd5,suddenly,Home,tough,Nelson Inc,263.43,129.79,39,52,915062e3-b6e1-4f8b-a1ef-2f645d6a76f4
cf3d878a-4de2-4d45-a44d-b3d7d8011c6e,thousand,Toys,follow,Garner-Kim,129.04,118.34,168,30,dcd67fda-93be-4932-a842-b01b49a8c6fe
622d6c76-cdd0-44ef-93f4-6a072445a490,American,Books,late,Spencer LLC,456.61,134.53,151,87,8e8c082f-4792-4fa6-b262-b8679f991981
d0f87cc7-d29f-4c07-850f-0e0b10ce0a04,media,Home,contain,"Schmitt, Johnson and Garrett",387.94,100.17,546,88,b3f73070-d801-49bc-bec5-7b9f9cd9791e
42a5c030-e9e0-462a-9f7e-0b60e10b7f6a,treatment,Home,station,Roy-Chavez,76.2,127.57,186,25,0008d11b-1eae-4680-87a5-7ac5186d5b5f
1ea7c2b7-9bbd-4721-b8cb-752f6dc83e4b,third,Electronics,leader,"Vega, Fields and Hamilton",382.85,29.85,187,50,5a2c4a63-059b-4125-8d21-4ccdb7456a1f
0fb87e10-c8ff-4196-aaef-dfab4d85f7bf,test,Electronics,girl,Compton-Hall,65.87,172.44,448,2,317b4fca-537c-4433-ae91-2149d3d3bcbd
eb76e4bb-8f30-4a0d-bff5-218f0f7c2634,such,Electronics,evidence,"Mullen, Mcdaniel and Ellis",130.58,197.18,604,25,5a539b54-817a-44ef-a5c3-801fe5093e7f
866136ce-dac0-4cbf-b0db-2879fda0d635,everything,Clothing,sometimes,"Kennedy, Williams and Smith",385.61,129.83,904,77,16968385-4418-4f57-b0d6-074601af3e11
8cd99a38-4d21-41b7-b003-c73734856adc,dinner,Books,cell,"Jones, Stewart and Williams",353.98,96.67,430,1,bbb962a4-67de-4a86-b3fc-a895391ae707
adc714a7-e488-41dc-9055-789b14a898bb,conference,Home,name,Foster-Herring,186.09,149.98,306,87,c96c8631-5046-4f0d-90a9-2fe22a4ea712
53239460-944b-4334-9dc0-963f6ebc7d26,feel,Clothing,politics,Pollard-Good,384.01,21.41,581,69,79efcab2-b37b-47dc-8b0a-8e262f0cb4bf
970028c0-b7ec-427c-918b-4cd36d59fde3,peace,Books,who,Davis-Lewis,194.69,6.94,946,48,377adf3b-784d-4108-93af-f9cf62ed1e0e
61bf3503-703c-4947-afae-d114a462718b,performance,Toys,there,Garcia Group,164.13,87.32,532,1,25731086-8e68-4296-bb39-1cac10341979
c265ba9d-0104-493d-92eb-2918b259ef98,leave,Clothing,per,Rodriguez-Reid,43.74,188.16,208,24,e2311f9f-cff4-4724-8b29-d94a0048faa7
a899bbd6-f321-482f-84c6-e2409aef51ca,house,Books,stop,Haley PLC,144.51,156.1,447,13,186a7c7c-ca24-48eb-b584-6eae64223cc9
455b5406-04a3-4d19-9a79-85ed068ca5dc,yes,Books,beyond,Smith and Sons,337.39,152.49,431,15,701a1332-b384-46c0-92c8-e98d19de6bdd
2560a81a-9eab-4680-91e4-b8584201c194,drive,Home,project,Fischer Inc,177.18,206.43,95,6,ab946f86-09e8-472e-8195-da157a792305
aaea255b-2188-4ad1-a01e-bfec3ea0d433,few,Clothing,candidate,"Smith, Whitehead and Strickland",191.04,29.53,255,20,a59d2df9-2ddd-4df8-8200-52872aa872ba
7d53606c-fbca-40ae-8e31-7446ca9582ae,seek,Home,participant,"Ramirez, Lowery and Parker",302.34,8.82,142,75,e5b8ded9-9886-420e-946d-ed35685212d5
0ebb0cea-d01c-414e-ac41-03b8d53e9da2,drop,Electronics,president,"Robinson, Hayes and Miller",380.58,222.59,89,32,3e339020-c984-485e-88e7-eb6a9dfb96cc
70b9fc6d-b62b-48c8-90bf-ddba6e99543b,effect,Toys,we,Oliver Ltd,417.66,101.67,406,29,3493594a-08c5-4059-8f61-3ddce5d27031
e60f4b28-35d6-44da-b02f-7e0dfabc59cc,within,Toys,quickly,Cuevas Ltd,22.13,138.0,607,70,e3308055-acba-4cce-a17a-da9249929c4d
35b2d1dc-266c-4058-b00b-36c2c4396de4,bad,Toys,message,Caldwell LLC,278.52,217.19,522,6,0c3151dd-00be-4a46-93de-5005c08c43e9
38bbb130-2061-4b32-92c3-23b73149056f,company,Toys,information,Martin-Holmes,150.44,52.75,211,31,c8705e95-0f4e-4af9-bdde-29459d410f5f
79648e6b-d8ff-46fd-a209-92e0a2fcd727,without,Electronics,agency,Dixon-Horton,456.85,128.25,709,26,360cf923-f7a8-4920-a933-8988e4695197
ab2befef-60df-4474-bb46-adb945c505cd,stage,Toys,majority,Jensen-Harris,214.45,164.79,56,72,50dfc787-dddc-4f87-812e-ec864a44efbf
234e4e72-ace6-4c52-a055-b0d25663340c,citizen,Electronics,Congress,"Harris, Brown and Collins",270.13,13.27,883,79,e2b6304e-b69e-4a26-9cac-80980c731560
47d8f41f-cae4-4933-99e5-605305ef0ee2,space,Home,purpose,Mann and Sons,366.51,264.8,144,14,4194a495-b1d7-4c62-be5a-9c343814bdd3
a263103d-d632-40be-bb99-8a05201c7413,bad,Home,recognize,"Smith, Thomas and Foley",406.33,111.15,918,92,5e246055-f1af-4484-997e-d095e2e90aa4
