price_id,product_id,effective_date,price,discounted_price,promotion_code
a5fe2c65-0db6-4730-b700-ef9525877ecc,ac5b3f8d-5538-4ea5-9d84-e79585d8c0cf,2024-02-20,190.0,431.41,us
acaa0eee-4a85-42eb-a74e-b35586f3cf74,18a82f30-173e-4ac5-a94f-fdced9257ce0,2024-05-11,231.55,101.52,spend
c0e7d56e-1aa3-45b5-87e6-437f12c9dc81,f378171e-0cd8-44b6-a24f-455d58da1d40,2024-05-24,103.32,284.75,should
f923d7f9-c869-4943-8abb-1ec65eada6d0,91fde71d-500f-4f1c-a202-71e6acdb47cf,2024-03-18,377.4,291.74,tend
147be37c-38cb-497a-8232-6c5a2dcbc1b0,b7c6cec1-582b-471f-8ae7-763258412988,2024-02-07,31.62,206.92,speak
c1bcc0d8-2325-482e-8b1b-80b3bf481f97,40052ece-41fa-4400-9beb-10816075626f,2024-05-31,31.33,101.15,decade
1aec30fc-47ef-4e34-8c10-539022de0d41,ad4fd51f-34df-4662-93e6-82d25b90bc69,2024-03-20,185.99,115.16,fill
1fbbb4a4-15bf-4f6b-aa3d-585ec29a6eb6,243bbc3f-8c7e-49c2-951a-d45e5acfe977,2024-01-30,230.91,311.63,center
7778754e-b969-47b8-a582-d636f81de84e,b0d10e79-350b-4f7d-9eac-792e8663ea45,2024-07-16,84.91,49.03,wear
29bbb5f7-c06a-4c43-86b4-b31ab4f44658,be96f241-8269-411c-9107-91865b913d1c,2024-08-17,465.63,499.08,listen
d6a47aa0-6061-4220-b61a-1ad74e0f1bea,2de42422-67e1-4e4c-beb8-ecb96bc1e8af,2024-01-29,417.9,210.99,serious
fb509449-eba2-45c9-a507-2bddb9dc479f,0f6ebaf0-bf5e-442a-9146-bb3be01c4921,2024-04-12,461.65,462.96,spend
e3789d18-10ee-4390-a49c-a022eef0d814,51959a00-f261-435e-a5db-a5e206c485b0,2024-08-11,95.33,151.68,close
ddaa5f3d-4a48-458d-b59d-2d1556d7cec4,c3b05a7e-5fc1-44dd-af44-7280f6ff2036,2024-08-16,458.05,293.07,two
74f45a08-a59b-45dd-b1ef-5bdf056f1a67,5083bf9c-ca1d-49ac-99b1-d246d52a2320,2024-08-17,118.19,479.36,above
389a3fed-082c-4da0-a803-71072d095c03,94310332-f229-44c5-a126-f3d8ba8f9ed6,2024-01-16,235.05,311.15,improve
7c3a3d48-f25c-4be0-b61b-e6973c9cc650,e19f4ee2-c4dd-49a8-b8fe-946d4ff0aa2e,2024-07-24,304.81,193.44,positive
a231c9c9-67c6-4502-be80-b861dfa5bb4f,a8d668f7-e731-46c8-b440-289f21298d0f,2024-01-04,282.79,437.17,admit
76228f94-1745-445c-81cd-40f18b2704a2,058bf6e5-690d-4d82-9f8a-697f7a00c924,2024-04-16,205.78,255.47,pressure
6196713b-236e-4d9c-a71e-0c254cfe5803,f7b4f46a-f7a8-4180-98ce-b4009993b562,2024-04-20,334.05,149.58,seven
5797feca-9e89-4803-9aa7-f974c37bfa3e,60e76959-acb4-4df3-983f-f30c52541d30,2024-05-22,454.92,244.1,partner
c261eec6-57ac-4440-9031-e67da3f76fc7,0908e7c9-bada-4832-a1f6-c6c6d8ed280e,2024-07-04,266.41,294.45,stock
1533abb5-0d61-4aea-b83a-102c07106403,ff42b472-f3b4-401f-a5cd-1b9faf7f4cdf,2024-01-07,274.25,61.02,course
f9008bee-df65-419d-b94c-9924e60a42fa,ffc8ff8f-a0f6-4048-a552-530a6490b607,2024-02-21,495.61,180.61,building
ef2d4c73-c4ab-402b-84a7-06be4479fd93,b17204ee-4fd0-40aa-831b-06b59bfb5929,2024-02-13,112.57,351.56,those
6b0d60b8-aa23-4011-911f-3e61c409c92c,713246e3-b341-43ef-82e1-1cdfc2b1cc69,2024-06-08,364.22,474.93,child
58143a5c-6527-48f9-bc18-2eb8c6722422,6f82c44d-d710-4297-94d4-845b76979b5b,2024-05-15,76.8,282.77,list
4b3a69a7-87bc-45dd-ac92-b90d4f29c5e6,d93a6b7a-1c57-4216-986e-b80fac1be937,2024-01-11,111.07,155.63,early
9c1a1ebb-fef2-4584-a425-6a286da84379,a3b68334-2201-41a8-801d-c941281e830e,2024-04-22,182.66,242.54,there
2d6c19e4-982e-4d94-90ff-0c0fa9024a79,0c3561b5-1d85-4095-9aca-f4ec7f761a96,2024-01-23,445.2,398.58,student
3fada4d0-d8d3-463e-a351-05264430a350,7152c8d4-3891-47ce-aae0-b46f8f76e7c3,2024-03-15,438.04,450.4,interest
708b8d82-83c7-441f-b269-9f85b12af3e5,34ed3384-c35e-402e-abe9-e1b3110c1d00,2024-07-31,59.58,173.81,why
e873bea7-6e39-4f83-b458-3c586bc07908,64bae3dd-1595-4793-9903-975d12518007,2024-05-05,443.45,321.61,agency
f64d3b44-7916-424d-abae-c16b55382643,eafa4434-92c7-4aa7-b471-093112c90573,2024-01-29,403.92,398.2,hear
87720e9e-5d00-49d1-9360-6fd8064ebe86,9eaea26f-f43c-4791-8592-cfde8ac92f4f,2024-02-22,469.27,144.39,mention
7e6e20b9-7bd8-412e-97e4-c72a61f6762a,8f9c2679-7b1d-45e2-bfff-134bdd7dc540,2024-05-30,206.05,152.07,gas
562539e6-2482-42e6-b3c2-794520d49bec,c53d20b2-76a8-4ded-9f72-6a7d7b4655d7,2024-04-26,423.35,131.12,news
39613a76-a051-4c21-b860-6c1e7a79495d,367a274f-2260-42bb-933e-6deea0908cb3,2024-03-30,405.69,263.87,teach
a77c7cf7-ea2d-45af-b13a-ec69bde59ba3,4a098386-ed76-47f7-a3de-18c70da43ba9,2024-05-27,463.62,392.56,report
66010b5e-bc7d-4149-bd13-378b55d961f9,56c4109b-6923-47c1-9c16-36df4cf02814,2024-02-22,206.79,287.5,spring
ae4e807d-0d9f-4578-963e-b943884fb3e5,6144a0de-96d1-4b76-84d4-e3acef6007d8,2024-02-11,161.43,84.86,film
c5a56b2e-cb41-4a0a-aaf8-9d22d2182955,e9e0e5b2-4dd3-4d15-aba4-ba014c92024b,2024-01-18,405.71,243.53,energy
70d0aaa3-95ae-4413-beba-90d298e34afd,bd0c1bcd-bb10-4578-9fe3-30ba03bb040d,2024-02-01,423.08,87.07,society
f7da07cd-fc34-424a-ba0f-284aafa8fbbe,57191119-c7f7-4e2d-8576-9d26ae74cf2a,2024-03-05,404.74,420.86,item
be2217d7-da90-4ecf-81f1-7e861c763b42,2a8a01eb-498d-4b74-a6c6-1aa14128a13d,2024-06-06,473.35,429.31,again
7ccb11da-bfdf-4244-9fb7-342493dfcacc,e67060b8-4dd8-4e46-9a05-23100f65e737,2024-01-23,105.49,274.18,miss
e04537ea-647a-4759-9a77-b8746a134b35,7062cffc-fd06-472e-8b58-610112d9108c,2024-08-07,198.13,189.95,health
67ff2cc0-1339-4a2b-95e5-f1cbac375d7f,7580236d-f7b3-43eb-8dc2-4d1c536fa388,2024-06-06,439.12,45.58,road
0de50ba1-75c5-46c1-95e2-22e19dbd2ceb,f527c62b-a5e0-4c7d-9a26-38be377ca832,2024-01-31,16.52,25.62,wonder
5962a154-1b03-461e-9991-876a8962027f,517f882e-820a-4daa-867f-63f9afad5f35,2024-06-09,45.4,149.22,watch
4ca256bb-7080-41ab-b41d-4d740481b851,b113abdd-2f67-42bc-a96f-04ff6eaa2818,2024-03-30,306.0,68.14,best
48098c91-f8b8-4ad5-93cb-d6f3b5119069,3e9693ec-e35a-4d31-b626-f6e24ed8dcea,2024-05-21,411.15,250.97,yet
e8af1c38-28d5-4778-b600-510c95c8923b,3655ecb4-14dc-41f1-9565-690aaebd03c6,2024-03-12,203.29,211.94,tonight
608c8802-7fd8-4201-9f7c-3b69314206d2,6987a427-4ca9-4ab7-b744-c82fefcd5369,2024-06-25,458.6,429.22,consumer
f89ea28c-81ee-4032-a0c2-9416601aa221,0d3f9172-a952-45c1-9266-bdddf4419d03,2024-03-25,8.26,463.29,college
f5500256-e5d5-48b0-887f-2a6aa4bc55bf,89595535-258c-4d4e-8226-b07e61032923,2024-08-13,281.45,333.99,physical
118be39a-533d-4003-bd2b-ca81173b087c,845117fd-188b-4c01-9ba7-2c8b58f344fc,2024-05-16,451.62,41.59,stock
c97bb7b4-4226-4626-bc60-a68d36b41758,9279307d-3012-4f1e-bd10-8eaeee030316,2024-03-23,142.99,355.37,record
75f442ae-3835-4c1b-9c3f-0935a2c8fdf6,0656a2be-cab5-4785-ae91-58617b5563b4,2024-04-30,116.9,389.8,debate
d36fefde-534c-4c83-9624-19dc3f96ad25,4516204c-29bd-4f94-a848-307d4d0005e3,2024-07-20,307.04,408.74,capital
6a43acd8-2238-4ffb-9b73-363f1879a79b,de99a85d-9335-4d3f-a405-0a92a8332da6,2024-05-20,18.01,144.41,class
4a661790-75d7-495a-8f35-9e4c2d4bddb9,2978b797-caf5-4b9c-b439-94903dd59792,2024-05-29,417.42,320.51,run
01589937-cccf-417d-8cc7-49a591cfa67f,32055fdb-359e-43e5-b414-491e1d357b44,2024-05-07,240.14,158.41,behind
f7b82190-5bd8-475a-a7db-ced2575bc74c,2448cc59-bef0-40e6-b5d1-3d439b84a21f,2024-07-15,49.82,295.84,Congress
e57b3673-b1aa-4dbd-ae26-6e8c6f59ee49,8e1435a7-a7ac-4f31-9029-08d9763bf813,2024-08-20,331.71,285.64,decision
340a93d5-cd1f-49fb-8f53-d7746c69a0d7,5ca5cdbf-ef78-4400-841e-8e238d265cfd,2024-02-22,317.31,62.36,painting
b3b759e8-d480-47ae-a4f7-5315c7e5aee8,c9e2da26-fba1-481c-94af-d10a10b61895,2024-05-14,370.84,345.07,test
9351414b-0b81-4c38-8611-4714098104d9,64fc517e-5b6a-4ed2-b539-cf5a27f6e110,2024-08-25,194.91,338.8,town
a81d5975-4bda-4f4a-a0d8-d65d30765dbe,83dc0e28-b149-4a37-8044-89bba66aacb2,2024-06-02,445.82,474.0,our
4e1db1b0-af6c-4fd5-ae09-9a218e841ec1,ff58da91-a4a1-46e3-824b-02c503ffe52b,2024-07-06,273.02,152.55,gun
c8dab075-835c-455c-8434-6bcffc5cd02a,9aec251c-424c-4701-ab29-4fb558b00695,2024-02-19,64.25,403.62,their
427fa74c-f576-4f25-8565-5ff54bc8eb7a,d6bfe6a6-ef5a-4db8-93d9-c3074df089cf,2024-01-15,5.24,145.87,his
b0999d3e-00e1-4a12-a6a6-9753b34ac749,7beb91a3-64aa-41e4-bd03-23a9535a0b57,2024-05-01,499.77,170.85,east
7f34c201-4967-4dff-9429-eb442d924c6a,c989d972-1a90-4413-ac54-a7fde4d466de,2024-04-17,311.01,476.52,story
349ceb81-8ffe-4166-92c6-ff3270cf0563,bccf426a-a689-4792-8b39-a5eac5169340,2024-06-21,134.07,194.46,woman
5ae9e948-2c89-4601-a2f9-c61603402314,98cde0a3-734a-4f10-add8-9495d7926c04,2024-04-26,412.27,240.76,less
ec052547-0c2c-4233-b187-5b4a66d22ba8,0aa0e9ae-9ad6-416a-93b0-1c2932821d18,2024-07-29,72.19,47.89,half
549175f5-0ac5-46c1-80a1-524440c9c9a9,87836752-caed-45f2-af2d-4bdfebece4d6,2024-04-10,302.5,284.64,head
f07fce1a-d9bc-4349-b1a4-f3065620665a,8fdbfa77-a5de-446f-9e96-4b52ebcea828,2024-06-05,231.63,439.86,benefit
c90b7918-102a-42a6-8d53-26f58c862f2e,428b51d4-a366-4bb9-be72-d9cfbbb818f5,2024-01-12,457.02,347.1,throughout
47499885-251d-4690-8f7a-78c982fa4bf6,04db7207-88dc-42e0-933d-ae94830fffa0,2024-01-25,209.86,176.41,attack
bde6ff60-8afe-45b7-8e85-af09bda6c1eb,0e51f3c4-4048-4e6b-bc30-88494569ddfb,2024-01-17,494.24,252.77,likely
b3b3eacb-6f48-4423-9710-b72f7e53dc56,562d3c87-cafb-4071-ad3c-2b5c016ab753,2024-06-08,45.46,180.64,fly
82810eb6-5df2-434d-bdbe-2abcd2479ea6,78820d7c-e14a-4da7-ad8c-c3562055d0ec,2024-03-17,72.99,344.42,police
6ee6df64-0799-48ce-b5a9-8c74dcdbfe9a,8c8ad73a-2bef-4945-952e-d81b598780ac,2024-04-28,144.14,8.5,western
db1f2f2f-22aa-44f5-bc8f-dd9e0037322e,f7550300-a5bb-46f0-a46f-92e471b89eeb,2024-03-12,428.86,498.28,against
073bca85-58b7-43e9-95f3-840c9e28dd4b,1882f7eb-a398-4825-bf31-1d8b232afbb6,2024-06-20,88.69,286.05,task
4c6c07f8-1e0c-4b44-9750-c7e006abb4b0,ac5b3f8d-5538-4ea5-9d84-e79585d8c0cf,2024-06-28,287.37,242.62,woman
eb0f85ef-6f7d-4216-99d5-5f77e728119e,f4496a39-45e9-4a38-bcf3-f47888faa211,2024-07-06,318.69,168.16,who
1f4c9aa6-916e-47d1-af79-94ed9ba11f1e,c83cbed0-f2a0-4421-9ecb-0de7d6cf43a2,2024-08-02,214.34,413.81,avoid
883383c8-d0a0-485b-b874-7ee0cd5a43e9,ce8a995a-f533-4c17-bf7f-c7c932da4218,2024-04-03,178.51,366.37,get
e6adc40c-563c-45e4-9802-2c0afc5179a0,ef8848ca-6392-4ba8-98e8-35e4c5fefa17,2024-07-10,419.81,454.93,why
