promotion_id,promotion_code,description,discount_percentage,start_date,end_date,product_id
4ae64724-85de-4c28-8297-62ecf2cf86b3,less,Bad other face.,44.7,2024-08-13,2024-08-20,ad427993-f4ed-4f54-8a81-015ab7ba3f7f
75e80b66-c8b7-4ded-af3c-1071a02bf018,poor,Describe last on visit stand key.,32.75,2024-05-09,2024-03-18,658a240e-3ed4-4e16-97c3-72465fb87dea
322ab468-7f96-4970-ae53-5e90c502a8c8,likely,Budget in physical pass positive late interesting.,11.55,2024-03-03,2024-03-10,0c51fd4d-7739-434b-b371-33645c6173b8
cd8511fe-c5f7-4ce8-9407-45db318a7b7a,into,Difficult animal song same be piece.,34.68,2024-06-27,2024-07-01,42a0c584-19df-422c-a418-8efda4e4eebe
0b329fd8-9e2f-4852-89b7-425bf059ca23,billion,Himself else plant kid agent.,12.22,2024-03-11,2024-04-27,084a315a-3b6e-4f05-90ba-a343244f6132
7722de08-3729-4d45-9f77-95af2d6bf6ed,center,Daughter next where election end.,32.99,2024-08-30,2024-07-15,f2547f1a-985b-453c-904b-99e9d6df3681
166df4fe-d340-4e72-80a3-db8b53d0be79,world,Manager pattern day section both.,34.81,2024-01-09,2024-06-02,515f5512-583c-46e7-915a-2c40cf2f79e1
577d1aa8-6123-4fa2-803d-a12db6817b49,someone,Worker idea idea eye summer cell.,36.09,2024-04-12,2024-04-13,3464e2e1-dc14-4701-bc7b-ad02e447a357
54523a4f-39d2-4473-a4bd-b1f5de8cf8df,outside,Example charge station trip teach.,36.05,2024-05-06,2024-06-16,dd32cb37-4fde-453c-90b2-89395e65e5e1
70f5f006-20ee-4fe5-8878-5d21ab45dade,never,Science movement dream store available blood morning.,40.66,2024-04-05,2024-03-21,fc28b65c-562e-43b7-a114-2984850ccd19
cfd5644c-6923-48eb-812a-7b3596f6a714,drug,Data person author.,49.88,2024-07-13,2024-05-07,83f44dec-a3bd-4104-a4de-3c0c0555531d
e27bb9fd-5155-4df7-a072-927c532495f4,seat,Between education very prevent for simply other policy.,13.75,2024-04-15,2024-06-25,1f2756d1-768b-4720-8dd6-b25a3852cdab
9bb38346-d9b4-47ab-920f-04e4eb451205,instead,We throw level pull Republican.,27.4,2024-05-17,2024-07-26,1c327990-d594-47bf-9afe-ad8fe7ac2025
b72b95bb-dba5-4127-b62a-b3ab574181ee,into,While big price.,41.49,2024-01-28,2024-08-05,a14553e4-4250-4883-a7c9-85c353e8d1b7
11ddcb37-c7fe-4a81-9bf3-36edef64c2d6,already,Four enter director simply down very.,10.92,2024-03-14,2024-02-29,8505375a-5b31-45b2-b24f-515906c47d89
dc31e7cd-5e07-46f6-b24d-c36f7f6df4c9,thing,World nothing painting since parent indeed.,13.79,2024-06-28,2024-05-30,5859503a-a592-4e4b-ae5a-ec8311d25a68
4a21487b-b84e-4b5c-9d20-91f149c27770,audience,Off write child doctor form team reflect.,25.01,2024-08-08,2024-02-11,0a8388b1-4037-4e8e-a1e2-af41f4be06a3
60b50502-23e6-43a7-8427-c8d331eb2948,leave,Example data whose try chance.,49.12,2024-07-12,2024-02-03,92261d3b-4f44-4be2-84d9-8957f0e19a3f
b4cbf8a5-3b81-461d-9579-2220767b974b,serve,Star enjoy participant arrive.,11.61,2024-03-10,2024-04-18,c783aed3-1ad4-418c-8462-c23f6a6d87bd
fdab9de4-1d89-48c4-b149-1a7be0b31475,certain,Risk first try into start beautiful.,15.49,2024-01-14,2024-07-20,b505403d-a7fa-426d-949d-4a1856dddbca
b3329d42-4cab-4f62-8aee-e0042776f373,difference,Ok machine pick hold city too.,38.07,2024-08-19,2024-02-11,848cc3fb-9383-4d47-904d-a3e78e43243c
c7d66946-19c8-4b82-a9e8-e52bf8c335ab,everything,Charge in travel enough program quality need.,14.99,2024-08-07,2024-01-10,7cdcb7d2-3570-4db2-9881-911d384cec3f
40342581-2865-456a-9474-aa92707d7f21,buy,Stuff over stay official loss affect.,18.19,2024-04-09,2024-07-03,25c44854-86b8-4b9d-a753-5b4a0f497a23
ce54ea5e-594e-457c-b1f3-45b5ceb87b4e,increase,Plant fly financial watch stuff player lot.,25.5,2024-01-02,2024-07-25,339a9ce3-a21f-49f9-9f0f-f43e506dd1e3
a09a64ce-f072-4922-b18d-35ff2cdab3c2,make,Through compare operation recently.,47.78,2024-02-03,2024-03-08,8c6789a1-7d56-41ac-b3a5-e1e3ffb86161
e4c177e9-4753-4f92-8a9a-6deaf400e4b1,door,Single option enter rich into.,21.83,2024-04-20,2024-03-30,74aa036f-d24f-474a-b306-d64708524f1b
a38de784-ebc3-4a68-ace9-25de70ecd166,sign,Support result season serve fight drug leader.,13.78,2024-08-23,2024-01-18,5a4c7f90-b46a-4063-95a2-f52c8cf12fa1
fa5d4051-2f8f-43e8-8308-c2c90ce6a3f2,occur,Others paper give clear call cell why.,44.95,2024-03-25,2024-07-09,adaf6a3f-80fa-4eb4-9159-503b6b3e30b0
0a09fe06-9396-4305-a86e-5d28e372286b,account,Success consider yes threat effect account.,16.35,2024-06-29,2024-07-26,5ca50b5a-bbda-4d69-a5f3-7e131c66b976
8f14ad2d-03f2-4483-9061-0870343de115,remember,Begin attention since door.,36.93,2024-02-21,2024-05-18,df63272d-afe6-4e12-b58b-2a33c613422e
835120c3-5908-4f80-bcd4-4261fb982f69,word,Program evidence art capital.,7.21,2024-08-15,2024-04-03,cc23eab0-fa9f-44c4-9a88-6b1b9b00ae09
61735d7d-7e41-4f7d-bf13-897cb81584c4,hope,Deep run officer available mother serve.,34.16,2024-02-02,2024-01-09,7c2f6b51-f22e-440f-b5cf-1db1aabd283f
d1ac6724-6926-43a1-9973-f9574690bb78,foreign,Responsibility task century use data then.,28.53,2024-05-25,2024-01-28,f82e346c-f61b-4d42-89d8-67769ed3fc8f
747b48ea-ca70-400a-9f82-5ad1c8064e5f,sell,Guy sometimes begin main face natural someone.,27.08,2024-04-20,2024-08-09,a9fbf524-326b-4a24-b9a0-00f069a06d3d
81a69850-5ce3-4207-b631-f4fd3048e066,part,Painting read finish prove down leave.,8.84,2024-07-24,2024-08-28,e54654b4-31dc-4cf9-b194-f7c74f803751
071dd6d9-6e99-4bf6-bb31-ad76733a3834,include,Social summer just rock.,26.06,2024-08-30,2024-08-22,2ea6ee8b-c404-4d89-bdeb-5af12954385d
ea130d4b-f5df-46ad-b5f7-4e27eb5426c6,floor,Bit out must eat add huge guess.,38.12,2024-06-05,2024-01-05,d4fe9773-53ae-42e6-b709-4f72c0783719
87f2bbad-d201-4756-8d15-4be397fc5eee,either,Unit success its before find fight.,21.37,2024-02-03,2024-08-22,e5d5a7e5-8e41-4ff4-9fb1-2be59d889f1e
7f998d4d-d8e4-4345-af0d-b6eab8cc43b7,within,Talk hair take wall blue.,14.8,2024-03-22,2024-05-12,c80b4627-a2f3-44f7-856c-95fe1ca6e981
9244ed69-d752-4594-9fca-8f75992bf7f3,certainly,Maintain crime create ten course firm husband.,15.23,2024-05-26,2024-02-02,7746e85e-c143-4fd6-86d9-d1f3d7a7e7d1
58b1d23c-b615-4004-b811-59fed940bc9c,involve,Stage must compare or.,36.24,2024-04-15,2024-03-29,4478e81c-801f-4806-b3a4-78d7d39a2459
edb392e0-1f72-4c73-8a7a-e4a3d897f915,certainly,Recognize right pattern significant.,12.52,2024-05-06,2024-01-12,53a316d9-3a9b-4dd5-a85a-0154e2b4bd9a
3cabcb72-b962-4000-bf8e-69b66cb3983d,social,Front glass recently few rise quickly line.,9.02,2024-05-03,2024-08-11,6eb006d4-6838-4674-b8af-1d24743b20b7
adbd0853-80a7-47e0-8308-c093aa198222,maybe,Measure story drop size show idea.,14.8,2024-06-27,2024-01-29,1352e35b-8a10-47f3-b9c6-ff2517d136ea
1fc8090f-7cce-46aa-a3ed-76bd94dc3c77,body,Nature mother whose child executive.,35.71,2024-05-27,2024-01-21,26a396a3-49b6-4c85-b0d5-7fca5912d1f5
ea05a877-fc9d-420f-ab7d-02e8471fc714,between,Difference opportunity why anyone.,14.72,2024-02-22,2024-05-31,482e0f43-7baf-40c9-a956-075e40cf9261
ca3f9898-721c-4c85-b913-d93a403d3189,develop,Authority significant perhaps according range word control.,32.62,2024-04-11,2024-02-02,fb8f9198-b700-4015-b22b-1df6a1f88c40
795d53c4-034a-4f57-a5cc-82635511a5ff,question,Door we audience since machine.,39.93,2024-07-29,2024-03-29,16d6dc74-4ec6-4a1c-a50a-626c58e259d9
e4543c8c-5db8-46d5-9ff1-f017534f7606,necessary,Card allow carry beat although myself still several.,23.71,2024-08-28,2024-01-16,0c3d92eb-3db8-4a0a-9744-cecd25be14a7
1fea2b4d-1043-484a-af1a-d3851c1cce32,politics,Picture manage behind.,49.25,2024-01-07,2024-08-26,12847d25-fc81-4b5e-9bfc-778436c29294
02c3ebf6-b663-4a34-8c3d-b5efa3549997,system,Fight conference goal score too their.,10.93,2024-02-08,2024-06-07,c28606f0-694b-4a40-83f9-5aee61b9bba1
72378ece-b6ab-41b0-a16b-76ca215db0fa,shake,Detail rather attorney movement.,5.05,2024-02-17,2024-03-31,131bc465-a477-4a7a-8962-cf057633228d
16bf6ec1-976e-43e5-8166-5606742ad7ed,turn,Culture area may night be against everything.,24.09,2024-03-04,2024-05-18,e54654b4-31dc-4cf9-b194-f7c74f803751
997382c4-3cc7-4310-bf5e-93609226902c,fight,Up serve mother speech court.,30.65,2024-03-31,2024-06-18,dbf92aef-8409-4dfb-9dd9-a952cace7527
6f447d16-67c0-4c26-a71c-520481263286,pass,Just now believe.,26.67,2024-03-05,2024-03-03,37c18403-7ecb-41c8-b5c2-a0eedb896ae7
dfbc1aea-1e00-4b2f-bc1f-1d6b0504de5c,run,Smile ask administration business.,19.11,2024-02-27,2024-02-01,41cb2def-addc-419c-bb7b-2197116b3f04
4ad8b197-4f60-4c79-a51b-85d79fef7b2b,green,Court reach fund none throw.,20.33,2024-06-18,2024-06-28,d4526cce-c5a9-4b04-b72f-80ff5e13aa8f
fbb51e3c-a7b2-4da2-a2dc-53794215f34e,effect,Visit agency behavior my quality rest family.,11.56,2024-03-30,2024-05-04,c243e179-3358-46b6-9532-51ed0f21ffcb
58f657f5-4c0b-4789-ab78-b6838980ed1f,brother,Along believe thought want too.,40.91,2024-04-22,2024-04-09,1b858d71-8b32-470d-abc3-68dd9f61beaa
a7fe4ff3-87f7-4c01-8158-d88b0b245246,ground,Feel notice could board ever someone finally.,34.09,2024-03-31,2024-03-20,a489a27e-1701-4d9a-a901-7440e2186f5d
8b8491c4-8099-4377-a59f-32b0b867c63d,material,Conference will hot natural politics magazine.,20.87,2024-06-16,2024-02-11,c74b2135-591e-4ee5-8a6d-95ab6a2f8e10
