store_id,store_name,location,address,city,state,postal_code,country,manager_name,opening_date,store_type
6267bf3c-6c77-4977-9c50-439ca19b8fde,"Cook, Kirk and Martin",Oliviaton,"927 Anderson Fall Apt. 443
Murphymouth, TX 13940",East Keith,Ohio,42872,Papua New Guinea,Brenda Fields,2017-08-13,Online
230e8188-d416-4b46-a3a1-f94d07c4098a,Alvarez LLC,West Jane,"1793 Welch Avenue
East Christopher, IL 04602",Amyberg,Alaska,74275,Guatemala,Victoria Myers,2018-01-10,Online
afedf2e2-6512-451f-8655-9daeb0650ffc,Eaton and Sons,West Darrell,"646 Annette River
Jennyberg, PW 69372",East Victoriachester,Florida,54270,Antigua and Barbuda,Steve Stark,2004-10-27,Online
7f9f9418-948f-468c-8fc7-6fe90f48e140,Mejia LLC,North Kyle,"1630 Nathan Island Apt. 324
Carrillofurt, AR 02374",South Leslie,Alaska,70104,Pitcairn Islands,Logan Levy,2007-12-07,Physical
ae7e1bd6-fea0-4767-9948-2745cb9cbc2f,Wyatt-Lara,Port Lucasfort,"68995 Samuel Cove Suite 049
Swansonbury, MO 38765",South Jack,Oregon,63492,Namibia,Jacqueline Jordan,2012-04-04,Physical
9014bd83-78bb-4731-92bb-f0d09f191714,Duran-Pennington,Edwardmouth,"93742 Fernando Prairie Apt. 047
East Jasonland, PR 30243",Margaretburgh,Arkansas,19565,France,Judith Turner,2022-02-04,Physical
84e6591b-ad7c-40fc-bf38-5e18a9507e98,"Stevenson, Arroyo and Tapia",Tracyside,"2577 Steven Plaza Suite 753
Carlsonchester, ND 66238",Lake Brian,Connecticut,09555,Macao,Nicole Mendez,2014-04-23,Online
d8cac5bc-bb49-4a02-9215-5d76a28908a9,"Miller, Phillips and Ward",Port Williambury,"9273 Davis Underpass
West James, PA 26232",East Robert,Indiana,03452,Japan,Joshua Jones,2021-06-01,Physical
8c264c32-dc04-42de-be7d-ea418ec92e09,"Davis, Lee and Estrada",Howardbury,"890 Allison Avenue
Sandraville, VI 31731",Michaelberg,Oregon,52979,Marshall Islands,Timothy Smith,2024-07-24,Online
e4f98c35-cdc7-4d0e-8a75-be64b3f0b55f,Garcia-Briggs,Cochranmouth,"69665 Contreras Loop Apt. 102
New Joshuafort, MS 93830",South Barry,Florida,70957,Svalbard & Jan Mayen Islands,Lisa Clark,2020-04-22,Physical
4b6ad8cd-5077-4672-838f-f397fb3f0cc5,"Combs, Johnson and Werner",Andersonside,"512 Sandra Ways Apt. 562
New Sarahview, UT 64060",Susantown,Tennessee,02036,Bermuda,Lauren Moore,2015-04-16,Online
3855fefb-8c57-4c2c-9b25-bcc02d7a5185,Johns Inc,Port Ericfurt,"USS Crawford
FPO AP 24688",Garzaville,West Virginia,99528,Saint Martin,Monica Blake,2014-04-19,Physical
2b115271-5f13-44a9-97a5-944210ff6136,Velazquez PLC,Port Joshuashire,"071 Hunt Shoal Suite 030
New Jacob, NH 44285",Port Valerie,North Carolina,19549,Timor-Leste,Kathleen Kelly,2007-12-07,Physical
68a8e90c-20ee-44f8-8423-c2f416578e44,Taylor PLC,Port Markland,"6129 English Via Suite 477
Anthonymouth, MS 72334",Wilsonview,Florida,02153,Mozambique,David Sandoval,2007-07-21,Physical
48b2dc73-b863-4550-ad3b-e5680e631f93,"Sheppard, Holloway and Carroll",Heatherstad,"39089 Brown Overpass Apt. 158
Loganhaven, DC 70169",West Nicolemouth,Louisiana,13529,Norway,Douglas Hunter,2007-09-14,Physical
3fde3ad8-c962-4d89-8c76-44bbb96af3af,Stephens-Wiley,Port Karlafort,"17928 Joshua Oval
Port Drew, OK 34791",East James,North Dakota,80244,Saint Kitts and Nevis,Denise Smith,2008-07-28,Online
93fad86e-1000-4e90-a226-be055f07cf29,"Rogers, Martinez and Lee",South Vincenttown,"8623 Livingston Dam Suite 062
Saraborough, TX 24204",South Jacob,Wisconsin,38342,Norway,Lawrence Mcfarland,2006-05-12,Online
8b6772fc-68fa-4b06-b8a7-049807539772,"Sanders, Wright and Higgins",New Carol,"280 Torres Ways
Jenniferfort, PW 58445",North Aaron,Nebraska,98334,United States of America,Mrs. Emily Smith,2021-08-21,Online
d4540b3a-158f-48de-aeb9-a1bb8e1548d7,Huang-Brown,Vanessaberg,"Unit 6726 Box 4506
DPO AE 44527",North Shelleychester,Arizona,80383,Japan,Lance Drake,2018-11-28,Physical
ac3b66ce-8e3b-48c0-9c8f-030b00ce6ba9,"Larsen, Roman and Ferguson",Anthonyburgh,"73820 Pitts Lane
Jenniferport, ID 04585",East Charlesmouth,Massachusetts,05442,Mexico,Alexander Lewis,2006-12-23,Online
23de4203-7310-4c9d-9138-050d92acfd4b,Smith-Smith,Markfort,"309 James Field
South Scottmouth, CO 59867",South Carla,Texas,85930,Saint Pierre and Miquelon,Anthony Walker,2007-05-18,Physical
f881cca8-2dd5-4bc9-a562-c21dc8e3abd4,"Hensley, Pierce and Davis",East Danielborough,"1015 Natasha Court Suite 694
Osbornemouth, SD 46440",Millerburgh,Ohio,31507,Romania,Barry Patterson,2013-11-22,Physical
302c5ac7-39cb-46bd-ad0f-4bf3d77c6b49,Underwood PLC,Jennyborough,"45043 James Falls Apt. 013
Goodwinton, OK 60300",Andreamouth,Montana,42329,Israel,April Smith,2011-02-21,Online
7f598c1e-bb79-404a-81d8-4420350c25b6,Gonzalez Ltd,Sanchezhaven,"Unit 1621 Box 6256
DPO AA 96797",Port Lisa,North Dakota,13453,Myanmar,Kimberly Lane,2011-07-10,Physical
2b88485b-3032-4e76-8f24-79a791d58234,Brooks-Turner,North Carlosstad,"036 Hamilton Way Apt. 120
Phillipston, OH 43594",Shellyside,Minnesota,15461,Romania,Taylor Clark,2015-06-05,Physical
e5140a93-25e6-4693-8900-ef12c19ebb1c,Clarke-West,Lake Michael,"2116 Ivan River Suite 225
North Roger, OH 08357",East Douglasmouth,Arkansas,97126,San Marino,Anthony Chang,2005-04-29,Online
8dab30b8-15d6-4601-81cf-b4cf4230d8e1,"Vega, Miller and Hunter",Port Cindyburgh,"6112 Cunningham Fields Suite 528
East Joshuatown, AS 52072",Brownfurt,Mississippi,35434,Guadeloupe,Jessica Keith,2016-05-29,Physical
924b035e-20b9-4c5d-b8ff-aa18afdec682,"Montes, Shelton and Rodgers",West Nicole,"USNS Carpenter
FPO AP 51376",Port Raymondport,Florida,24329,Saint Martin,William Ramsey,2010-06-15,Physical
2f5820b3-05bc-4c98-a99a-46634c367351,Williams-Harris,South Daniellefurt,"Unit 1495 Box 6226
DPO AP 95784",Patrickview,Massachusetts,03981,North Macedonia,Jennifer Nunez,2000-08-06,Physical
c93f8e15-f778-4753-8137-2ddd63e0e219,"Mitchell, Hart and Proctor",Houseshire,"2424 Davis Cliff Apt. 055
North Michael, VT 84271",Martinezview,Hawaii,32694,Dominica,Jacob Leonard,2009-06-16,Online
5b212478-6b07-4afe-95e9-b214a425a6e1,"Matthews, Joseph and Phillips",Seanfurt,"7640 Smith Center Apt. 896
Lake David, TN 24450",North Allison,Pennsylvania,73884,Malawi,Rebecca Bell,2001-07-10,Physical
def2af60-b587-4983-88c0-987c7d97af02,"Smith, Wong and Garcia",Port Jose,"039 Mendoza Lodge Suite 838
Kingfurt, NJ 18407",Adkinstown,Pennsylvania,46000,Faroe Islands,Susan Snyder,2007-04-30,Online
42cc2854-67d4-4078-8385-29c64ae6c372,Anderson-Kelly,Rebeccafort,"77390 Hunter Forges Apt. 891
East Matthew, AR 36093",Brianstad,Wyoming,64675,Kuwait,Gabriel Lam,2015-02-11,Online
f3b0727e-4b6a-415c-8a99-f78ebf51ace4,Marshall-Aguirre,East Pedro,"281 Santiago Curve Apt. 346
Lake Dawnland, NY 87536",Arnoldfort,New Jersey,32188,Nigeria,Cole Jordan,2018-01-16,Physical
d1e4dd0b-c709-474b-a526-8ca036fdd67f,"Williams, Anderson and Ellis",South Jameshaven,"28729 James Ramp
Tuckermouth, RI 63171",East Reneeport,Kansas,61819,Denmark,Henry Patton,2008-05-04,Physical
6541d9fc-cc6d-4ea7-b0d5-c4f0e3dc5b38,Chaney-Nelson,South Carrieshire,"4159 Mitchell Ranch Suite 289
West Shannon, GU 57787",Lake Spencer,Michigan,39781,France,Anthony Johnson,2017-01-11,Online
951de901-89a4-47f1-9911-c262e7a3182a,Garcia-Bell,East Stacyside,"6406 Luke Walk
North Robert, FM 19691",New Brianna,Utah,90553,China,Michael Bailey,2020-09-10,Physical
19588f0f-cc91-4a15-8ff4-3df143eceebf,Clark-Weiss,East Amandafort,"0459 Simmons Track Suite 696
Mezaville, MI 73338",Lake Marissafurt,Minnesota,90320,Madagascar,Deborah Smith,2002-03-16,Physical
3745fe5b-d75b-47f4-8b38-4bce50c5fbdd,Duran-Graves,North Dustinchester,"85565 Stephanie Inlet
Matthewborough, MI 97175",South Elizabethtown,Nebraska,44299,Norway,Allen French,2009-11-02,Physical
6cb88ba2-edde-4cdc-b74a-5cb4c5bf2759,Williams and Sons,East Mary,"69594 Amanda Estate
Port Christopher, CO 83528",North Carrie,Alaska,35423,Niue,Rachel Kelly,2022-03-23,Physical
6ca691cf-f019-47d4-bda2-d9069bef3f98,"Henry, Burton and Bell",Walkerton,"422 Walters Hill Suite 318
North Robert, NY 07461",South Amandaland,West Virginia,65221,Kenya,Michael Woods,2018-03-21,Physical
771e19ae-f406-4c5d-81f0-d5b7feeaedff,Howe Ltd,North Alyssa,"01741 Long Station
Paulmouth, WI 03743",North Briantown,Idaho,75048,Bermuda,Christopher Reynolds,2003-08-01,Physical
858b52ca-412b-4de0-bbd6-08671983d6ac,Jacobson-Banks,Lozanoburgh,"0146 Roy Way Suite 422
West Brandonchester, NJ 79544",Doristown,Rhode Island,54466,Bouvet Island (Bouvetoya),Patricia Rodriguez,2008-05-15,Online
e9070efd-9be6-4d17-b95d-7d9b637b09fe,Frye LLC,Mirandachester,"06561 Stephanie Tunnel Apt. 907
Katherineport, IL 81808",Brittanyfort,North Dakota,53346,Bangladesh,Tyler Diaz,2012-12-26,Online
b74a7ff8-6569-485e-b67b-52b996d9244d,Ford PLC,East Oscar,"8511 Jason Club Apt. 013
East Michael, GA 88133",South Arthur,Montana,51164,Netherlands,Ashley Mendez DVM,2022-07-26,Physical
7c1cbda0-a1e7-4cdc-93a2-37a66d3b53fc,Doyle-Stevens,New Carolyn,"088 Cameron Fork
Wintersside, TN 52340",Hamiltonmouth,New Mexico,29921,Puerto Rico,Isaac Jones,2006-12-17,Online
1878bc8f-c8a4-42d7-a135-dbff0f38600e,"Palmer, Smith and Hodges",Sarahton,"70995 Brown Turnpike
Rochashire, CA 47918",West Ruben,New Jersey,90749,Jordan,Bailey Lee,2004-06-15,Online
d7ff4286-2dbd-48f4-baa7-54a12670c2b7,"Carpenter, Jones and Carter",Taylormouth,"65266 Ricardo Neck
Carterborough, AK 89017",Lisaside,Washington,36724,Bosnia and Herzegovina,Christopher Brown,2004-01-26,Physical
5fc293c5-3c16-43bd-b894-d281f50c97d7,Golden-Mcclain,Joseberg,"525 Steven Dam
North Wayne, ME 28694",Georgetown,Arkansas,28601,Mayotte,Megan Davis,2007-10-08,Physical
1e0e6ad2-0f1d-4416-9041-358bc35250cf,"Jarvis, Nelson and Barnes",South Charles,"621 Tina Shore
West Johnburgh, MI 30283",Thomasville,Nevada,63397,Cyprus,Juan Smith,2008-11-08,Physical
890ab474-fc99-43ea-b367-0add6c0c061a,Gordon LLC,Salazarhaven,"990 Lopez Land Suite 869
New Jessica, GU 53613",Port Carla,Missouri,95487,Cook Islands,Tammy Garcia,2020-09-16,Online
c12d2791-1876-4fdf-8cf4-36420fc02761,"Jacobs, Martinez and Mcintyre",Jackland,"0468 Hernandez Hill Apt. 079
South Daniel, UT 78822",Beckymouth,Hawaii,79836,Norway,Susan Young,2022-07-22,Online
6bd22d6f-234c-4a78-9ee5-2d1c3eef1555,"Oliver, Montes and Stark",Port Joseberg,"9468 Keith Row
Richardville, WY 55981",Michaelton,New Hampshire,60343,Gambia,Scott Manning,2018-10-21,Physical
b4f37256-b491-44ee-94a9-f00f55ce6581,"Banks, Mcgee and Wilkerson",South Annaville,"89773 Nunez Isle Apt. 897
Danielside, ND 01199",Landryview,Arkansas,29916,Syrian Arab Republic,Courtney Kent,2007-05-02,Online
bdad9048-975c-42bb-8597-7e87dc2a5336,"Williamson, Lopez and Rowe",New Adam,"7302 Jenna Club Apt. 440
Davishaven, IL 72866",Wangstad,South Dakota,27019,Namibia,Charles Fields,2012-07-31,Online
0357f625-fdbb-434c-86b4-1fb5b6e13d20,Thomas Group,Smithshire,"67217 Hunter Lodge
West Kenneth, LA 14113",Monicaside,Virginia,13576,Romania,Timothy Hodges,2003-11-28,Physical
1dd1fc0d-788d-43a3-a162-ab97c576379f,Hudson-Russell,Amyside,"PSC 7773, Box 1989
APO AP 92785",Lake Jacobfort,Colorado,82655,Philippines,Cassandra Maddox,2017-07-19,Physical
633a8d93-19c1-4509-bce2-610ef6691072,Fox Group,South Jeremy,"9989 Martinez Islands
Lake Madisonfort, CA 90009",New Jennifer,Illinois,09745,Saint Martin,Richard Sullivan,2003-04-02,Physical
e34b2ec8-4b6f-40c3-8b5a-0ca7ce0da900,Yang LLC,Brianbury,"29656 Hodges Glens Apt. 882
Michealton, OR 61234",Mirandahaven,North Dakota,02942,Ghana,Becky Hodges,2008-11-13,Online
10fc6a52-094c-4749-a810-cfb882b553e3,"Cox, Brown and Leonard",Boydborough,"6207 Williams Center Apt. 635
West Ashleyburgh, ME 30654",Tammyport,Nebraska,34537,Mexico,Amanda Hines,2021-11-13,Online
e2a74b87-0eb6-4d08-8fab-fc2f75bd08b3,Walker and Sons,Philliphaven,"9447 Julie Lock Suite 910
South Sean, KS 33917",West Christieville,Florida,67051,Mali,Benjamin Lee,2024-02-03,Online
97f1b50e-6fdd-4692-ab84-e8ea9f57d89d,Smith-Odonnell,South Tammyshire,"416 Elizabeth Spurs
Cochranberg, AL 24222",Anthonyfort,Texas,92103,Aruba,Joseph Stevenson,2019-06-11,Online
ed579c94-d606-4a44-b6b3-75f91e4bd48b,Stone-Watkins,Sanchezland,"655 Alexander Expressway Apt. 900
Port Hannahtown, KS 53062",Port Robertbury,Rhode Island,90922,Palau,Katherine Rogers,2016-10-12,Physical
c92213fb-5cf2-47a6-ad14-cd8fb6738703,Davis-Perez,Murrayburgh,"02369 Bowen Roads Suite 046
East Judy, MP 18430",Port Madisonstad,Texas,00866,Finland,Michael Warren,2003-09-06,Physical
70061abf-af55-4992-ac84-eeb27322c958,Lambert PLC,East Jamie,"545 Harry Islands
Taylorton, AK 14590",West Marialand,Arkansas,92106,Mayotte,Sarah Hill,2003-04-10,Physical
d9407fec-c42a-430b-afdf-0e294be6ec10,Pineda-Forbes,Port Dennis,"55023 Angela Station
Port Lawrencetown, MS 82760",New Jessicaborough,New York,92758,Central African Republic,Patricia Kirby,2006-04-11,Online
550033a7-893d-4486-bcb7-e54eedf89f42,Lee PLC,North Jenniferfort,"610 Phillips Alley
Lake Lindsaymouth, MP 83572",Jillfurt,Illinois,03387,Venezuela,Charles Tucker,2015-08-24,Online
10d19e15-3eaf-4ab5-9371-94f129bb74a7,Miller Inc,Carlamouth,"689 Garcia Springs Apt. 396
New Aprilton, TN 96662",New Karen,New Jersey,00789,Kazakhstan,Jonathan Mcdonald,2011-03-18,Physical
7bf7099a-1fac-4ba1-af07-754e61d3bddc,Adams Ltd,Johnsonfurt,"Unit 4334 Box 4133
DPO AP 31469",South Kelly,Massachusetts,33736,Greenland,Jennifer Miller,2013-07-06,Online
f7b0ed20-2508-42f8-b13b-57fdfeaab574,Wallace-Harvey,Thomasview,"PSC 3843, Box 2438
APO AP 98123",Quinnberg,North Dakota,49350,Cuba,Michael Alvarado,2001-02-09,Physical
10d89c8e-4148-4965-abde-a73a6b0451fd,"Hines, Randall and Fry",Port Pamelabury,"94939 Moore Fork Apt. 101
East Carlosport, VI 78787",Anthonymouth,Vermont,55768,Namibia,Matthew Johnson,2024-06-27,Online
8dabaecf-a233-40e4-82ea-020670a579c7,Parsons Ltd,West Timothyview,"USS Parks
FPO AA 20905",Sharpton,Florida,18854,Holy See (Vatican City State),Erik Johnson,2013-06-05,Online
2d9f31b4-5e30-4d5e-bad5-b0369ffbbaf5,Conrad-Freeman,Juliaport,"94410 Christine Forge Suite 213
Danielstad, NV 04205",Port Scottville,Vermont,84428,Nicaragua,Sara Owen,2008-10-09,Online
676e4816-0a1c-4335-957b-1c38671febcb,"York, Kelly and Adams",Allenville,"72693 Katie Alley Suite 049
Williamsville, TX 18571",Beckymouth,Florida,08109,Botswana,Elizabeth Thomas,2004-05-20,Physical
655614a2-0dda-484a-a5bc-7a581f85cc0c,Lucas-Taylor,Port Ryanside,"0653 Newton Glen Suite 888
Barkerville, RI 22644",South Christian,New York,45736,Romania,Michael Roman,2023-11-17,Physical
fe3c4691-254f-4bf4-af1a-1dcf9cf70a21,Winters Group,Rebeccaside,"41312 Weaver Plaza
New Kevin, NC 48713",Sandovalhaven,Tennessee,19262,Jamaica,Pamela Rivera,2013-12-25,Physical
58d5158e-aaa5-450f-bb4f-c4f1ee9c3eaa,"White, Moore and Rivera",Lake Jerryfort,"1983 Hill Unions Apt. 444
Stephaniemouth, GU 22318",Ethanmouth,Illinois,61046,Luxembourg,Steven Tucker,2022-09-17,Online
d018fdda-64fb-4918-be50-475072502937,Cobb Ltd,Smithborough,"30026 Garcia Mount
West Ryan, AR 21222",Thorntonport,Vermont,63634,Austria,Stephanie Forbes,2020-02-24,Physical
1e95c20b-b557-4ca3-aff2-6fdff774a653,Morrison-Lopez,Lake Richard,"4213 Collier Gateway
East Stephaniemouth, PW 99809",East Linda,Mississippi,36907,Mali,James Sanders V,2003-03-23,Physical
e861e0ec-175d-4b0f-927c-f8becebf930f,"Alvarado, Lee and Marshall",North Lisamouth,"Unit 7962 Box 5507
DPO AA 89670",Johnborough,Louisiana,85638,Chad,Veronica Vazquez,2024-07-18,Physical
6965f758-d195-4cca-bd6c-8716724f7da0,Thomas-Baker,New Cory,"327 Edward Route Suite 218
Richtown, IN 10254",Sherryshire,New Jersey,71470,Mauritius,Christopher Hill,2013-12-16,Physical
3b0b0308-63e4-4207-848c-5503a6bce4cc,Davis Inc,South Stephenmouth,"279 Zachary Well
Lake Tinamouth, NH 75958",Walterside,Arizona,95147,Martinique,Cynthia Richards,2001-05-15,Physical
6be39cd1-c494-44b7-91ee-f1d696734f93,"Bennett, Edwards and King",Lake Zoe,"80987 James Groves
Rushport, WY 56383",Madisonbury,Colorado,77191,Denmark,Lisa Bailey,2006-10-18,Online
